"movie_name";"daily_gross";"gross_to_date";"gross_per_theater";"date"
"The Princess Diaries 2: Royal Engagement";56131;93495479;40;2004-09-30
"Anacondas: The Hunt for the Blood Orchid";41949;31037173;40;2004-09-30
"Paparazzi";39547;15431808;54;2004-09-30
"Wicker Park";20094;12924439;35;2004-09-30
"The Manchurian Candidate";17873;65340193;46;2004-09-30
"Exorcist: The Beginning";15541;41473657;44;2004-09-30
"I, Robot";15168;143436965;44;2004-09-30
"De-Lovely";13420;13200093;81;2004-09-30
"Ghost in the Shell 2: Innocence";13112;603497;238;2004-09-30
"Alien Vs. Predator";12682;79558492;40;2004-09-30
"The Last Shot";9896;215604;283;2004-09-30
"Catwoman";9801;40046778;47;2004-09-30
"Harry Potter and the Prisoner of Azkaban";9152;249069395;37;2004-09-30
"Criminal";7833;777918;87;2004-09-30
"NASCAR 3D: The IMAX Experience (IMAX)";6636;18768103;166;2004-09-30
"A Cinderella Story";5685;51281844;23;2004-09-30
"Suspect Zero";5620;8676181;73;2004-09-30
"Before Sunset";5604;5676325;76;2004-09-30
"Intimate Strangers";5250;1923028;80;2004-09-30
"DodgeBall: A True Underdog Story";4562;114192700;37;2004-09-30
"Mean Creek";3654;533405;75;2004-09-30
"We Don't Live Here Anymore";3078;1985423;42;2004-09-30
"The Day After Tomorrow";2923;186658429;37;2004-09-30
"The Yes Men";1557;33038;519;2004-09-30
"Yu-Gi-Oh! The Movie";1229;19701547;11;2004-09-30
"A Home at the End of the World";927;1014505;66;2004-09-30
"I'll Sleep When I'm Dead";61;337529;15;2004-09-30
"Saw";5392153;18276468;2329;2004-10-31
"The Grudge";5286361;70684627;1579;2004-10-31
"Ray";4964685;20039730;2475;2004-10-31
"Shark Tale";1635782;146859079;484;2004-10-31
"Shall We Dance";1584000;33940119;640;2004-10-31
"Friday Night Lights";781040;52944730;260;2004-10-31
"Team America: World Police";738035;27245193;316;2004-10-31
"Ladder 49";689599;66118796;290;2004-10-31
"Surviving Christmas";552408;7980427;201;2004-10-31
"Taxi";495012;32700351;263;2004-10-31
"Birth";424000;1705577;771;2004-10-31
"I Heart Huckabees";396010;8441017;440;2004-10-31
"The Forgotten";373610;64541093;215;2004-10-31
"The Motorcycle Diaries";270000;9301385;1023;2004-10-31
"Sideways";112601;710076;7038;2004-10-31
"Shaun of the Dead";109000;12893593;211;2004-10-31
"Napoleon Dynamite";87308;41877647;226;2004-10-31
"Vera Drake";87000;788198;1000;2004-10-31
"Woman, Thou Art Loosed";70000;6595799;174;2004-10-31
"Raise Your Voice";66000;10022374;104;2004-10-31
"Sky Captain and the World of Tomorrow";57909;37226427;173;2004-10-31
"The Bourne Supremacy";54985;175100605;199;2004-10-31
"Garden State";41771;26001676;231;2004-10-31
"Spider-Man 2";31454;373068126;153;2004-10-31
"Stage Beauty";30142;510688;431;2004-10-31
"Resident Evil: Apocalypse";23265;50740078;119;2004-10-31
"I, Robot";20867;144368486;137;2004-10-31
"Without a Paddle";17240;57090442;99;2004-10-31
"The Manchurian Candidate";15174;65808594;108;2004-10-31
"The Machinist";14786;141837;1848;2004-10-31
"Alien Vs. Predator";12888;80158773;93;2004-10-31
"Enduring Love";9263;34610;1853;2004-10-31
"The Final Cut";9044;529194;185;2004-10-31
"NASCAR 3D: The IMAX Experience (IMAX)";8987;19146692;257;2004-10-31
"Exorcist: The Beginning";8647;41784746;70;2004-10-31
"First Daughter";8314;8898897;70;2004-10-31
"Around the Bend";7372;160570;145;2004-10-31
"Ghost in the Shell 2: Innocence";7149;924482;152;2004-10-31
"Undertow";6674;58413;334;2004-10-31
"Harry Potter and the Prisoner of Azkaban";5403;249358727;98;2004-10-31
"Yu-Gi-Oh! The Movie";2158;19762690;33;2004-10-31
"Intimate Strangers";1921;2090489;137;2004-10-31
"Paparazzi";1601;15688358;67;2004-10-31
"Mean Creek";136;590812;12;2004-10-31
"I'll Sleep When I'm Dead";19;356774;19;2004-10-31
"National Treasure";1505792;90385641;464;2004-11-30
"The Polar Express";886296;83302210;243;2004-11-30
"Alexander";849463;23578313;347;2004-11-30
"Christmas with the Kranks";751340;32346646;221;2004-11-30
"The Incredibles";634591;215668895;184;2004-11-30
"Bridget Jones: The Edge of Reason";457505;32780575;185;2004-11-30
"The SpongeBob SquarePants Movie";412062;59758104;125;2004-11-30
"Finding Neverland";290000;8318000;565;2004-11-30
"After the Sunset";198000;24702000;86;2004-11-30
"Ray";195025;65523020;130;2004-11-30
"Sideways";184312;10317608;371;2004-11-30
"Saw";95456;53386415;92;2004-11-30
"Kinsey";92796;2730222;494;2004-11-30
"The Grudge";89785;107956792;60;2004-11-30
"Napoleon Dynamite";22533;43490459;117;2004-11-30
"Alfie";19597;13181762;70;2004-11-30
"I Heart Huckabees";17020;12076003;161;2004-11-30
"Friday Night Lights";15390;60636780;45;2004-11-30
"Shark Tale";12116;158990869;24;2004-11-30
"Without a Paddle";10877;57758009;55;2004-11-30
"The Bourne Supremacy";10275;176067625;75;2004-11-30
"The Machinist";10202;557210;291;2004-11-30
"A Very Long Engagement";10114;121015;2529;2004-11-30
"Team America: World Police";9473;32401480;88;2004-11-30
"Sky Captain and the World of Tomorrow";8842;37653108;46;2004-11-30
"Garden State";4192;26554843;91;2004-11-30
"NASCAR 3D: The IMAX Experience (IMAX)";3450;19395299;157;2004-11-30
"Enduring Love";3099;306236;62;2004-11-30
"I, Robot";1633;144741046;36;2004-11-30
"Stage Beauty";1490;779585;68;2004-11-30
"Mean Creek";150;603520;150;2004-11-30
"Fade to Black";135;690509;68;2004-11-30
"Meet the Fockers";12140180;132859765;3445;2004-12-31
"Lemony Snicket's A Series of Unfortunate Events";4727546;84757072;1305;2004-12-31
"The Aviator";3912000;24089000;2178;2004-12-31
"Fat Albert";3030817;26180374;1105;2004-12-31
"Ocean's Twelve";2843512;100416657;864;2004-12-31
"National Treasure";2367792;150121985;1038;2004-12-31
"The Polar Express";2118560;151621905;809;2004-12-31
"Spanglish";1668999;26486622;671;2004-12-31
"The Phantom of the Opera";1540695;12956893;2477;2004-12-31
"The Incredibles";1443156;248939765;841;2004-12-31
"The Life Aquatic with Steve Zissou";990619;11361325;896;2004-12-31
"Flight of the Phoenix";889533;14559140;375;2004-12-31
"Darkness";861000;12872000;501;2004-12-31
"Finding Neverland";784000;22870000;744;2004-12-31
"Christmas with the Kranks";656422;72095903;360;2004-12-31
"Sideways";614600;20868408;1661;2004-12-31
"Blade: Trinity";608000;45688000;275;2004-12-31
"Closer";528248;25757869;483;2004-12-31
"The SpongeBob SquarePants Movie";452590;81106338;424;2004-12-31
"Beyond the Sea";433950;1010933;1133;2004-12-31
"A Very Long Engagement";166898;2127965;999;2004-12-31
"Kinsey";123302;6326263;541;2004-12-31
"Ray";116620;71278355;340;2004-12-31
"Shark Tale";111108;160531869;273;2004-12-31
"Million Dollar Baby";69576;842253;7731;2004-12-31
"In Good Company";37888;111169;12629;2004-12-31
"Hotel Rwanda";32573;316998;4653;2004-12-31
"Bridget Jones: The Edge of Reason";32395;39778585;150;2004-12-31
"The Woodsman";16244;130790;1250;2004-12-31
"NASCAR 3D: The IMAX Experience (IMAX)";11824;19541074;657;2004-12-31
"Napoleon Dynamite";11474;44374626;101;2004-12-31
"Alexander";10688;33963605;46;2004-12-31
"A Love Song for Bobby Long";6980;20508;873;2004-12-31
"Without a Paddle";5997;58085096;240;2004-12-31
"I Heart Huckabees";5280;12576126;123;2004-12-31
"The Machinist";2722;993676;105;2004-12-31
"Garden State";2326;26745860;97;2004-12-31
"Team America: World Police";1998;32736542;49;2004-12-31
"Alfie";1008;13381998;50;2004-12-31
"Enduring Love";39;348880;39;2004-12-31
"Hide and Seek";1384053;23343286;461;2005-01-31
"Million Dollar Baby";1068211;22647842;531;2005-01-31
"Are We There Yet?";637571;39095838;235;2005-01-31
"The Aviator";517000;68750000;207;2005-01-31
"Meet the Fockers";467125;258839430;155;2005-01-31
"Sideways";456849;40511521;270;2005-01-31
"Coach Carter";411074;53981763;160;2005-01-31
"Assault on Precinct 13";342000;15100000;149;2005-01-31
"In Good Company";333885;36332382;170;2005-01-31
"The Phantom of the Opera";311082;39230345;206;2005-01-31
"Racing Stripes";305146;35368754;96;2005-01-31
"Alone in the Dark";253789;3088210;119;2005-01-31
"Finding Neverland";214000;36157000;170;2005-01-31
"White Noise";171005;53825690;80;2005-01-31
"Hotel Rwanda";161644;8345819;388;2005-01-31
"Elektra";101261;23110262;66;2005-01-31
"Lemony Snicket's A Series of Unfortunate Events";55573;116077649;70;2005-01-31
"National Treasure";53448;167734591;83;2005-01-31
"Ocean's Twelve";53329;123661622;76;2005-01-31
"Ray";49970;73856910;95;2005-01-31
"Aliens of the Deep (IMAX)";38477;517845;1425;2005-01-31
"Closer";31662;33481868;91;2005-01-31
"A Very Long Engagement";25354;5349877;159;2005-01-31
"Beyond the Sea";25046;5622768;123;2005-01-31
"Fat Albert";22591;47022983;26;2005-01-31
"The SpongeBob SquarePants Movie";21695;84209521;70;2005-01-31
"Kinsey";13937;9220628;118;2005-01-31
"The Polar Express";13832;161642353;124;2005-01-31
"Flight of the Phoenix";10332;20652538;48;2005-01-31
"A Love Song for Bobby Long";3918;125394;163;2005-01-31
"Raging Bull (25th Anniversary)";2446;16014;2446;2005-01-31
"NASCAR 3D: The IMAX Experience (IMAX)";2222;19747800;111;2005-01-31
"Alexander";1678;34295449;43;2005-01-31
"Fascination";1305;10323;131;2005-01-31
"The Machinist";634;1059759;70;2005-01-31
"Enduring Love";303;355587;101;2005-01-31
"Tyler Perry's Diary of a Mad Black Woman";1266786;23171875;854;2005-02-28
"Hitch";992846;122421863;278;2005-02-28
"Constantine";872053;51850045;290;2005-02-28
"Million Dollar Baby";863218;65714956;406;2005-02-28
"Cursed";470000;10103000;168;2005-02-28
"Man of the House";383500;9300751;158;2005-02-28
"Because of Winn-Dixie";291389;22567050;91;2005-02-28
"The Aviator";254000;93898000;161;2005-02-28
"Sideways";200231;63365233;163;2005-02-28
"Son of the Mask";189000;14208000;64;2005-02-28
"Are We There Yet?";145279;76622758;65;2005-02-28
"Pooh's Heffalump Movie";116514;15762465;60;2005-02-28
"The Wedding Date";116125;29012335;90;2005-02-28
"Hotel Rwanda";111077;19331670;192;2005-02-28
"Boogeyman";107909;44812917;53;2005-02-28
"Meet the Fockers";69020;275096070;85;2005-02-28
"Hide and Seek";66302;49892068;53;2005-02-28
"The Phantom of the Opera";61409;48754463;102;2005-02-28
"Racing Stripes";41381;47348870;50;2005-02-28
"Coach Carter";33526;65814452;45;2005-02-28
"Aliens of the Deep (IMAX)";20430;2744637;757;2005-02-28
"Lemony Snicket's A Series of Unfortunate Events";19143;117738179;61;2005-02-28
"In Good Company";16380;45092207;60;2005-02-28
"Ocean's Twelve";13196;125258243;65;2005-02-28
"Ray";10195;75089790;76;2005-02-28
"The Polar Express";8849;162648584;51;2005-02-28
"Inside Deep Throat";7098;396677;263;2005-02-28
"The SpongeBob SquarePants Movie";6267;85289608;30;2005-02-28
"A Very Long Engagement";5993;6173810;89;2005-02-28
"Fat Albert";5808;47876523;28;2005-02-28
"Elektra";4614;24255193;35;2005-02-28
"NASCAR 3D: The IMAX Experience (IMAX)";3358;19981552;140;2005-02-28
"Kinsey";2974;9661224;61;2005-02-28
"Flight of the Phoenix";1876;20991376;39;2005-02-28
"Schultze Gets the Blues";657;31307;164;2005-02-28
"Bigger Than the Sky";322;20471;36;2005-02-28
"Beauty Shop";1772417;3846139;667;2005-03-31
"Robots";1674430;94595500;488;2005-03-31
"Guess Who";1656408;28323974;526;2005-03-31
"Miss Congeniality 2: Armed and Fabulous";1311208;22992737;406;2005-03-31
"The Pacifier";1019998;90317459;329;2005-03-31
"The Ring Two";905454;62356997;271;2005-03-31
"Ice Princess";597493;16003663;239;2005-03-31
"Hitch";462599;168359864;207;2005-03-31
"Hostage";418000;27953419;211;2005-03-31
"Million Dollar Baby";250440;95195934;146;2005-03-31
"Be Cool";231551;53452875;123;2005-03-31
"The Upside of Anger";148000;4578771;886;2005-03-31
"Constantine";119145;73196393;119;2005-03-31
"Tyler Perry's Diary of a Mad Black Woman";69758;49783315;87;2005-03-31
"Because of Winn-Dixie";61466;31196370;102;2005-03-31
"Sideways";52496;70669766;127;2005-03-31
"Melinda and Melinda";50951;1208895;536;2005-03-31
"Meet the Fockers";47220;277838350;135;2005-03-31
"Millions";40462;1094744;525;2005-03-31
"Racing Stripes";35230;48584155;100;2005-03-31
"Hotel Rwanda";30428;23076969;120;2005-03-31
"Coach Carter";23593;66868345;110;2005-03-31
"The Phantom of the Opera";18465;50595498;137;2005-03-31
"Hide and Seek";12250;50806962;77;2005-03-31
"Lemony Snicket's A Series of Unfortunate Events";11914;118503433;109;2005-03-31
"Steamboy";10234;326361;222;2005-03-31
"The Wedding Date";10145;31626995;58;2005-03-31
"Kinsey";8537;10254979;237;2005-03-31
"The Jacket";6722;6201095;79;2005-03-31
"Schultze Gets the Blues";6104;304060;180;2005-03-31
"Inside Deep Throat";3116;624944;148;2005-03-31
"Fat Albert";1515;48109482;38;2005-03-31
"Elektra";341;24409722;28;2005-03-31
"The Hitchhiker's Guide to the Galaxy";8508117;16336142;2716;2005-04-30
"The Interpreter";6605955;40029065;2390;2005-04-30
"XXX: State of the Union";5432120;9611444;1561;2005-04-30
"The Amityville Horror (2005)";3479954;52981279;1138;2005-04-30
"Sahara";2743348;55508242;882;2005-04-30
"A Lot Like Love";2227769;13526724;890;2005-04-30
"Fever Pitch";1723138;35589965;786;2005-04-30
"Kung Fu Hustle";1456000;11749000;597;2005-04-30
"Robots";1157919;122642275;650;2005-04-30
"Guess Who";1018748;64943561;547;2005-04-30
"Sin City";892000;70069000;536;2005-04-30
"The Pacifier";675845;108032693;552;2005-04-30
"Miss Congeniality 2: Armed and Fabulous";498877;45704007;450;2005-04-30
"Beauty Shop";440816;35213392;487;2005-04-30
"King's Ransom";391000;3289000;259;2005-04-30
"The Upside of Anger";295000;17577000;362;2005-04-30
"Millions";294657;4467102;867;2005-04-30
"Hitch";217847;177118832;473;2005-04-30
"Enron: The Smartest Guys in the Room";193000;415000;3939;2005-04-30
"The Ring Two";110319;75636500;250;2005-04-30
"House of D";95635;210102;314;2005-04-30
"Are We There Yet?";91827;81815187;403;2005-04-30
"Million Dollar Baby";87261;99487154;371;2005-04-30
"Constantine";81155;74645338;242;2005-04-30
"Because of Winn-Dixie";76117;32191686;313;2005-04-30
"Madison";70005;425268;745;2005-04-30
"Melinda and Melinda";50819;3534418;503;2005-04-30
"Meet the Fockers";42395;279147420;305;2005-04-30
"Racing Stripes";25864;49122402;225;2005-04-30
"The Phantom of the Opera";20211;51184550;160;2005-04-30
"State Property 2";19841;1668113;354;2005-04-30
"Winter Solstice";19234;161715;506;2005-04-30
"Coach Carter";10669;67247722;248;2005-04-30
"Sideways";8565;71479322;238;2005-04-30
"Schultze Gets the Blues";6061;520888;303;2005-04-30
"Inside Deep Throat";2867;671194;287;2005-04-30
"Eros";1610;159398;230;2005-04-30
"The Jacket";154;6251496;39;2005-04-30
"Star Wars: Episode III - Revenge of the Sith";4406639;274896433;1203;2005-05-31
"The Longest Yard";3978035;62591280;1095;2005-05-31
"Madagascar";3835272;64847402;928;2005-05-31
"Monster-in-Law";929000;63374000;288;2005-05-31
"Crash";501977;36699663;299;2005-05-31
"Kicking and Screaming";430070;44554035;145;2005-05-31
"Unleashed";202000;22305000;142;2005-05-31
"Kingdom of Heaven";184283;45213034;139;2005-05-31
"The Interpreter";152230;69350965;130;2005-05-31
"House of Wax";147193;30008514;90;2005-05-31
"The Hitchhiker's Guide to the Galaxy";80408;48856974;100;2005-05-31
"Sahara";38641;66503819;100;2005-05-31
"Miss Congeniality 2: Armed and Fabulous";31397;47646655;97;2005-05-31
"Robots";28195;126733543;63;2005-05-31
"Mad Hot Ballroom";25608;749252;449;2005-05-31
"Fever Pitch";13403;41439384;49;2005-05-31
"Millions";11558;6134833;91;2005-05-31
"Million Dollar Baby";5835;100385482;78;2005-05-31
"Dominion: Prequel to the Exorcist";3712;240849;59;2005-05-31
"Because of Winn-Dixie";2421;32610494;44;2005-05-31
"Melinda and Melinda";1806;3800391;79;2005-05-31
"Winter Solstice";1148;296309;68;2005-05-31
"Schultze Gets the Blues";418;567144;42;2005-05-31
"Eros";384;173392;96;2005-05-31
"War of the Worlds";14425917;35682400;3691;2005-06-30
"Batman Begins";2637269;135460937;700;2005-06-30
"Herbie: Fully Loaded";2101139;26331788;597;2005-06-30
"Bewitched";1992341;29506490;628;2005-06-30
"Mr. & Mrs. Smith";1683303;133358891;554;2005-06-30
"Madagascar";1305130;165429493;443;2005-06-30
"Star Wars: Episode III - Revenge of the Sith";673693;361471114;342;2005-06-30
"The Longest Yard";563987;144688110;315;2005-06-30
"George A. Romero's Land of the Dead";563125;13494795;250;2005-06-30
"The Adventures of Sharkboy and Lavagirl in 3D";499000;32801976;212;2005-06-30
"The Perfect Man";354375;12617455;225;2005-06-30
"Cinderella Man";338040;51318655;270;2005-06-30
"The Sisterhood of the Traveling Pants";192373;35002408;222;2005-06-30
"Crash";129201;48739681;263;2005-06-30
"Rize";97334;2022647;277;2005-06-30
"Mad Hot Ballroom";79079;3352577;412;2005-06-30
"Howl's Moving Castle";76773;2835821;380;2005-06-30
"The Honeymooners";49102;11915819;135;2005-06-30
"Kicking and Screaming";39675;51168425;135;2005-06-30
"House of Wax";20254;31676989;76;2005-06-30
"March of the Penguins";19675;220089;4919;2005-06-30
"Robots";19636;127677798;98;2005-06-30
"The Interpreter";18995;71896680;100;2005-06-30
"Sahara";18589;68138811;154;2005-06-30
"Kingdom of Heaven";14190;47030187;75;2005-06-30
"Miss Congeniality 2: Armed and Fabulous";8536;48454853;186;2005-06-30
"Apres Vous";8266;346748;243;2005-06-30
"Fever Pitch";7290;41939022;84;2005-06-30
"High Tension";6963;3681066;45;2005-06-30
"Millions";6368;6445190;135;2005-06-30
"Schultze Gets the Blues";1144;586899;229;2005-06-30
"Winter Solstice";284;316714;142;2005-06-30
"Eros";111;180529;56;2005-06-30
"Wedding Crashers";6462000;115622139;2133;2005-07-31
"Charlie and the Chocolate Factory";5043713;148095522;1336;2005-07-31
"Sky High";4207143;14631784;1448;2005-07-31
"Stealth";3684334;13251545;1054;2005-07-31
"Must Love Dogs";3375415;12855321;1347;2005-07-31
"Fantastic Four (2005)";2101271;136257616;766;2005-07-31
"The Island";1948104;24319260;621;2005-07-31
"Bad News Bears";1695290;22667038;533;2005-07-31
"War of the Worlds";1650365;218369264;710;2005-07-31
"March of the Penguins";1369048;16330241;1760;2005-07-31
